a_1	a_2	luminosity_distance	ra	dec	cos_theta_jn	cos_tilt_1	cos_tilt_2	mass_1	mass_2	tilt_1	tilt_2	theta_jn	chirp_mass	total_mass	symmetric_mass_ratio	mass_ratio	log_likelihood	inverted_mass_ratio	redshift	comoving_distance	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source
3.084017845463665752e-01	3.728576013276261869e-01	9.699560632154785935e+02	2.310318788574826088e-01	-5.874264745955075639e-01	-7.064862319151961056e-01	4.498045760659691861e-01	5.716174768929451616e-02	3.767001143422675113e+01	3.268823472500338312e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.355317285628078405e+00	3.053298967792829188e+01	7.035824615923013425e+01	2.487466322546506292e-01	8.677521848401417159e-01	0.000000000000000000e+00	1.152402745242550042e+00	1.926230905463595378e-01	8.132928183399625368e+02	3.158584781128925201e+01	2.740868844827445372e+01	5.899453625956370217e+01	2.560154161021706187e+01
3.491935204031785256e-01	5.709213126252093984e-01	9.097504225556496067e+02	2.705442510242188625e-01	-4.801497078861277634e-01	-7.198568672052192419e-01	9.569432071882214563e-01	-1.965354022642716025e-01	3.729246202364309681e+01	3.347147684540713897e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.374392416860712895e+00	3.074787868621231013e+01	7.076393886905023578e+01	2.492711020690196455e-01	8.975400128901790398e-01	0.000000000000000000e+00	1.114156456133792217e+00	1.818172971850225417e-01	7.697835125272915775e+02	3.155518379403502394e+01	2.832204006925016770e+01	5.987722386328519519e+01	2.601745528640582705e+01
4.962858319168346466e-02	1.452936744256102808e-01	1.217564800228347849e+03	2.676598524787293654e-01	-5.048356527087594081e-01	-9.968518890963384838e-01	9.394947380368621204e-01	1.101635045116145101e-01	3.593343715885270484e+01	3.252934671937961753e+01	0.000000000000000000e+00	0.000000000000000000e+00	3.062223086893709034e+00	2.975593151961628990e+01	6.846278387823232947e+01	2.493819365255937892e-01	9.052667735506498836e-01	0.000000000000000000e+00	1.104646750789036735e+00	2.359338295386802509e-01	9.851292114773743833e+02	2.907391666127067609e+01	2.631965073042898595e+01	5.539356739169966914e+01	2.407566716635863457e+01
1.896465936018222609e-01	6.940216938482682840e-01	9.572257789814119633e+02	4.661542354958558287e-01	-2.414307181545394809e-01	-5.631920561390082458e-01	2.074618594836674934e-01	1.311967205054899999e-01	4.020917220613293352e+01	2.919734980428871296e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.169040014431963481e+00	2.975233687530284499e+01	6.940652201042163938e+01	2.437069984151280788e-01	7.261365554756525897e-01	0.000000000000000000e+00	1.377151435854863992e+00	1.903478796119769112e-01	8.041528621974300677e+02	3.377934542903550152e+01	2.452841753606206865e+01	5.830776296509756662e+01	2.499465692752050927e+01
1.401231324690774271e-01	6.445417973527166611e-01	1.176222046326678083e+03	2.253321930634797632e-01	-5.461528667736481601e-01	-9.698624060658995738e-01	-3.097481496816195112e-01	3.012925422061031866e-01	3.475045096528195643e+01	3.392333366365744496e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.895461787874696213e+00	2.988939916312031642e+01	6.867378462893940139e+01	2.499637346180885733e-01	9.761983721462821340e-01	0.000000000000000000e+00	1.024381958147899008e+00	2.288206056645504249e-01	9.571878738545251508e+02	2.827951517503142398e+01	2.760641667895175999e+01	5.588593185398318752e+01	2.432364742692122306e+01
4.735131134860689484e-01	1.861828835551312955e-01	1.001709822927489768e+03	2.649799081053364480e-01	-6.357396891874113054e-01	-9.594202768289041838e-01	3.550772569712921933e-02	-7.234520024537793859e-01	4.841678043967296929e+01	2.266395618073252294e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.855735399986673251e+00	2.843469624646670368e+01	7.108073662040548868e+01	2.171839807810302392e-01	4.681012652002270458e-01	0.000000000000000000e+00	2.136289889266282938e+00	1.982758989282418227e-01	8.359524137773252050e+02	4.040536948375391546e+01	1.891380457622785016e+01	5.931917405998176207e+01	2.372967383546575348e+01
8.944272886355235375e-02	5.505459225328133144e-01	1.036435212022438236e+03	2.650218825834954606e-01	-5.876639524933201519e-01	-7.676565317141244016e-01	-4.040442665120336230e-01	2.678366885201163283e-01	3.478897753427198580e+01	3.447912508949526966e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.445972679319291743e+00	3.015033089130191257e+01	6.926810262376724836e+01	2.499949975439754724e-01	9.910933730526725327e-01	0.000000000000000000e+00	1.008986667845325425e+00	2.044240629485464256e-01	8.605186276204350406e+02	2.888432621406219170e+01	2.862706429584862633e+01	5.751139050991081092e+01	2.503298615397221027e+01
5.495175983615639970e-01	6.991791721259098535e-01	1.380801095442402129e+03	2.526941096090709049e-01	-5.585319875835984549e-01	-9.824916767482002600e-01	7.211367452629549035e-01	-1.981481238784444654e-01	4.643609680247140403e+01	2.899041165445822443e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.954191194856976121e+00	3.176590649464182547e+01	7.542650845692962491e+01	2.366257923948940911e-01	6.243076755089224106e-01	0.000000000000000000e+00	1.601774316141189702e+00	2.635969575760913064e-01	1.092744966183085353e+03	3.674913628436392798e+01	2.294276785065184043e+01	5.969190413501576842e+01	2.513927111345466159e+01
2.478804228366419116e-01	1.419401843818763886e-01	1.143831646402231627e+03	2.407004463753930068e-01	-5.640993144865656950e-01	-8.175818084561805588e-01	8.898302824751980200e-01	9.106227983621284494e-01	4.689577952090979807e+01	2.674909651438940017e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.527995120232120030e+00	3.059406739977977452e+01	7.364487603529920534e+01	2.312905059151903475e-01	5.703945384352245851e-01	0.000000000000000000e+00	1.753172466803979423e+00	2.232163191638243116e-01	9.350961213250295714e+02	3.833809178818606256e+01	2.186783817000966224e+01	6.020592995819573190e+01	2.501116680710530815e+01
1.147745522949237679e-01	3.548819064385431710e-01	1.202682554076616270e+03	2.696844044424316911e-01	-6.953574740602255222e-01	-9.622790804875869242e-01	5.118897451436095203e-01	4.492220828279532840e-01	4.204053904492256066e+01	2.905197589673636216e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.866055074036004680e+00	3.032086557892311518e+01	7.109251494165891927e+01	2.416552280389524798e-01	6.910467029381515136e-01	0.000000000000000000e+00	1.447080198412435958e+00	2.333787685111810284e-01	9.751054047527687771e+02	3.408566785665522048e+01	2.355478838978651979e+01	5.764045624644173671e+01	2.458357996183412197e+01
