a_1	a_2	luminosity_distance	ra	dec	cos_theta_jn	cos_tilt_1	cos_tilt_2	mass_1	mass_2	tilt_1	tilt_2	theta_jn	chirp_mass	total_mass	symmetric_mass_ratio	mass_ratio	log_likelihood	inverted_mass_ratio	redshift	comoving_distance	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source
2.682686584685368136e-01	1.516969053792439348e-01	5.525925816606668377e+02	2.782953656140394472e-01	-5.236672110059461538e-01	-2.000494372624173900e-01	-9.667777052408319527e-01	6.299179985301088802e-01	3.835358514490828696e+01	2.742895906031456832e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.772204704539756870e+00	2.815704288692619173e+01	6.578254420522284818e+01	2.431050386044998068e-01	7.151602374766771186e-01	0.000000000000000000e+00	1.398288030565474571e+00	1.151045339073219487e-01	4.955495814882302739e+02	3.439460963405598903e+01	2.459765719380908777e+01	5.899226682786506615e+01	2.525058595920511806e+01
2.816268886388170190e-01	8.250538471529116347e-01	9.197727826883782427e+02	2.401280341385256256e-01	-6.553347200878079093e-01	-8.299895027722240526e-01	-6.393066620470689854e-01	4.308056975026950397e-01	3.518325021244471884e+01	3.489293530424663459e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.549885191210268243e+00	3.050211727528065708e+01	7.007618551669135343e+01	2.499957092048829266e-01	9.917484909311932162e-01	0.000000000000000000e+00	1.008320162968999512e+00	1.836247532105646230e-01	7.770789045383203302e+02	2.972500373704645327e+01	2.947972759913989904e+01	5.920473133618635586e+01	2.577009072558183433e+01
3.424843942312194578e-01	1.681948198117404758e-01	1.504729993987233001e+03	4.251385471008932160e-01	-7.149653000653986845e-02	-9.830915910860352769e-01	9.379567782754385519e-01	5.742102729503936742e-02	4.212768783905688252e+01	3.088009666187282676e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.957439054751357155e+00	3.132376311622589782e+01	7.300778450092971639e+01	2.440663665475830690e-01	7.330119037115458980e-01	0.000000000000000000e+00	1.364234325440803364e+00	2.841806278814199560e-01	1.171740579157306684e+03	3.280511084220071183e+01	2.404653674990981926e+01	5.685164759211053109e+01	2.439202277011634479e+01
3.284869532830415051e-01	5.212372822890910806e-02	7.681325281339168214e+02	4.073529820463114848e-01	-2.443172259464593266e-01	-4.767785072736269725e-01	5.144694992673450873e-01	-8.603487598623062171e-02	3.741901307935299315e+01	3.321787965496184825e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.067782527133595671e+00	3.068119171359801101e+01	7.063689273431484139e+01	2.491156793133704195e-01	8.877273054882027781e-01	0.000000000000000000e+00	1.126472052642397026e+00	1.559292720769432927e-01	6.645124835457645531e+02	3.237136906492514044e+01	2.873694823497015349e+01	6.110831729989529748e+01	2.654244723681999574e+01
1.474621390906954710e-01	8.275041457450428295e-01	1.084365040472837109e+03	3.253493390158478382e-01	-5.014666578381737905e-01	-6.770264463883813866e-01	2.615335810118228910e-01	3.620570169561670437e-01	3.815098368495424808e+01	3.349594756208679769e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.314511032443003824e+00	3.110708287558136576e+01	7.164693124704103866e+01	2.489446635646969386e-01	8.779838506574791923e-01	0.000000000000000000e+00	1.138973113515868052e+00	2.128507688935983300e-01	8.940553842096566086e+02	3.145562888974115623e+01	2.761753417746758998e+01	5.907316306720873911e+01	2.564790629927064458e+01
4.585142182597111149e-01	6.735431947517972473e-01	8.057650504648026981e+02	2.186245174203934882e-01	-5.491093700654400278e-01	-6.016171604018627495e-01	1.138968188968621092e-01	-1.080489639271806634e-01	3.962835448742523425e+01	2.965035933955067549e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.216320422147805225e+00	2.977841903416347691e+01	6.927871382697591685e+01	2.448140663876300638e-01	7.482107123312236041e-01	0.000000000000000000e+00	1.336521896197220505e+00	1.628758422211949441e-01	6.929030131996202044e+02	3.407788952923090875e+01	2.549744199941060430e+01	5.957533152864152015e+01	2.560756527307686170e+01
5.587955759666020095e-01	5.770710475552699448e-01	1.094232785321579740e+03	3.098036913604262366e-01	-5.004608316975482918e-01	-8.922455383519263261e-01	-2.950343610862639077e-01	2.032688543577324258e-01	3.628875952869698551e+01	3.041732437141641654e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.673090270678025071e+00	2.890032922099719670e+01	6.670608390011339850e+01	2.480631425611081742e-01	8.382023735852016655e-01	0.000000000000000000e+00	1.193029310717350189e+00	2.145790228427744695e-01	9.009143957229481430e+02	2.987764389653427699e+01	2.504351203120844360e+01	5.492115592774271704e+01	2.379452359827089225e+01
7.765024840406044293e-02	3.317903140740893070e-02	9.183495944872590826e+02	2.750476296387070474e-01	-4.847619868456966574e-01	-8.299135615597511562e-01	1.666392152360164636e-01	1.481024904255785236e-02	4.077404696292853004e+01	2.814437802303277181e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.549749055715487156e+00	2.938990726684990307e+01	6.891842498596130895e+01	2.416043707061611978e-01	6.902522589582887891e-01	0.000000000000000000e+00	1.448745711472461783e+00	1.833687405062142395e-01	7.760459988592997433e+02	3.445591012103840001e+01	2.378326979551051679e+01	5.823917991654892035e+01	2.483579822657616276e+01
5.213346931101960902e-01	3.922988879284521335e-01	9.765141143563473634e+02	2.426831765618563952e-01	-4.899045245762467249e-01	-6.765798691584868907e-01	9.232819642073596123e-02	8.363877277621851736e-01	4.908849231592360951e+01	2.546240429012529205e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.313904405070295489e+00	3.045347718707997586e+01	7.455089660604889445e+01	2.248916657109833461e-01	5.187041420269012937e-01	0.000000000000000000e+00	1.927881269835970413e+00	1.937931582421209831e-01	8.179888128387905226e+02	4.111976348415932847e+01	2.132899163839996959e+01	6.244875512255929095e+01	2.550984395983906694e+01
7.908137042205065637e-01	2.159786698702970131e-01	9.155022565822839624e+02	1.928838165763264445e-01	-6.522978816452535966e-01	-8.976347515931228926e-01	-1.940372281884672825e-02	6.497783257980194183e-01	5.749381901949667650e+01	1.906895792621720886e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.685169625303978513e+00	2.800047091712865566e+01	7.656277694571389247e+01	1.870306417734579063e-01	3.316697038293934252e-01	0.000000000000000000e+00	3.015047767264226852e+00	1.828552834110218628e-01	7.739739811661199838e+02	4.860596205285627036e+01	1.612112503841357380e+01	6.472708709126985127e+01	2.367193291505887132e+01
2.321069532092264742e-01	5.414114961204752330e-03	1.075797946304059906e+03	2.676720153576352956e-01	-4.397630062497970282e-01	-9.442149133760643354e-01	8.858256713948764460e-01	-8.383372931222661251e-01	5.224158781307971111e+01	2.292983326046370252e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.805998833439227624e+00	2.963737988543189772e+01	7.517142107354341363e+01	2.119882277450351737e-01	4.389191489069320662e-01	0.000000000000000000e+00	2.278323929339521658e+00	2.113503131605906360e-01	8.880951681218996328e+02	4.312673819084897531e+01	1.892915122185951660e+01	6.205588941270848835e+01	2.446639883065999754e+01
1.330468775680595517e-01	7.571220726503634646e-01	8.312086142999044114e+02	3.408743322208973581e-01	-3.429176068678775890e-01	-5.162741075761134724e-01	5.678214393478064198e-02	4.265241594709698880e-01	4.347208133103151084e+01	2.897624027124823698e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.113291017645339664e+00	3.077129791441497630e+01	7.244832160227974782e+01	2.399914724651736886e-01	6.665482623341578705e-01	0.000000000000000000e+00	1.500266457072652493e+00	1.675449834403873461e-01	7.119268097469607710e+02	3.723375282974792100e+01	2.481809324884801171e+01	6.205184607859593626e+01	2.635555661739186561e+01
5.144274573956685304e-01	5.297058809701612470e-01	1.176906567216232361e+03	2.591729685906958291e-01	-4.695093495042591547e-01	-9.588452356452368264e-01	8.931389906700577808e-02	2.836555820516951654e-01	4.201886467888916599e+01	2.874428129236402185e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.853703127240025506e+00	3.014644005683271288e+01	7.076314597125318073e+01	2.412023325097839288e-01	6.840803889402925497e-01	0.000000000000000000e+00	1.461816500176386979e+00	2.289388082427802895e-01	9.576530841770866118e+02	3.419117729626471203e+01	2.338951386315526548e+01	5.758069115941997040e+01	2.453046470225651632e+01
2.919208374503927395e-02	4.239585012843022360e-01	1.082145816443489366e+03	2.558257863945294086e-01	-4.789412263697881977e-01	-9.102857101658100580e-01	-6.418850198143465358e-01	-4.162429654809672308e-01	3.921884884030083640e+01	2.707766730403664113e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.714770019357668041e+00	2.827258461663055300e+01	6.629651614433747397e+01	2.416154356882544152e-01	6.904248366467080622e-01	0.000000000000000000e+00	1.448383584890794218e+00	2.124620901476824975e-01	8.925119179789297732e+02	3.234645368213023886e+01	2.233279499958507941e+01	5.467924868171532182e+01	2.331832462752451463e+01
7.924613636056195842e-01	7.046807955180383054e-01	7.375803394654762997e+02	4.862713889397616285e-01	-4.953738018501330220e-01	-5.130121307287281995e-01	3.793942271022619495e-01	7.638791576940963390e-02	3.908756798854702197e+01	3.404933426661117579e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.109486534489467324e+00	3.174395628927371860e+01	7.313690225515819066e+01	2.488136208484608425e-01	8.711039345448126081e-01	0.000000000000000000e+00	1.147968641104279763e+00	1.502516574108997693e-01	6.412303561149053621e+02	3.398175324218109239e+01	2.960163895199488948e+01	6.358339219417597832e+01	2.759740104241723557e+01
2.270155566613273057e-01	3.887422377762506098e-01	1.090055617354080141e+03	2.212008301329061455e-01	-6.183054502315243894e-01	-8.507100207910512912e-01	4.801277084595335087e-01	3.172375048321734448e-01	4.859397976622557991e+01	2.425004147949925226e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.588130933709363202e+00	2.953236246667352916e+01	7.284402124572483217e+01	2.220788140655162446e-01	4.990338637864320526e-01	0.000000000000000000e+00	2.003872026664633044e+00	2.138474263993253577e-01	8.980116653694873321e+02	4.003302120956953303e+01	1.997783325325566750e+01	6.001085446282520053e+01	2.432955067036417063e+01
2.955969041108152603e-02	5.938556870191230574e-01	1.038968424263231555e+03	2.371924346988069365e-01	-5.865779931746245568e-01	-8.830348110211839741e-01	4.117311687185933322e-01	-4.581576372162688426e-01	3.333802464357296458e+01	3.201830854549523764e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.653086274935713806e+00	2.844103609936337307e+01	6.535633318906820932e+01	2.498980644475453927e-01	9.604140883514480365e-01	0.000000000000000000e+00	1.041217545773928776e+00	2.048707981778767340e-01	8.623004371623950419e+02	2.766937724276327160e+01	2.657405971986079152e+01	5.424343696262407377e+01	2.360505055178919065e+01
8.140279360851669643e-02	4.330899312380025457e-01	9.329186632989841428e+02	3.715767174062383771e-01	-4.179840022510741271e-01	-8.588319235631572957e-01	6.372967398466563571e-01	-3.925300342674375442e-01	4.702077551043297632e+01	2.260548328085938863e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.603781369283357350e+00	2.801222063229529624e+01	6.962625879129237205e+01	2.192590176009212022e-01	4.807552201227238697e-01	0.000000000000000000e+00	2.080060617427569092e+00	1.859895229884069856e-01	7.866130285619706228e+02	3.964687258952505999e+01	1.906044095895470747e+01	5.870731354847977457e+01	2.361928169627609364e+01
7.948187103264537923e-01	5.065624458448634293e-01	1.359507382982135596e+03	1.488272770064371642e-01	-6.589121084785070082e-01	-9.608846531767694099e-01	2.906946419211012267e-01	1.730907090033302342e-01	4.381272934776925609e+01	2.931877475238493957e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.860975325810544145e+00	3.107611888862439997e+01	7.313150410015418856e+01	2.401801514384529768e-01	6.691839378383240833e-01	0.000000000000000000e+00	1.494357445622972458e+00	2.600262289302138763e-01	1.078947618348129026e+03	3.477128359857008633e+01	2.326838448218425981e+01	5.803966808075433903e+01	2.466307301793917262e+01
6.136475500804407235e-02	5.334710891925449339e-01	8.969941973966077740e+02	3.018615238253053445e-01	-3.572231933680333205e-01	-6.546015902544083387e-01	-3.662170891436730136e-01	-6.119062227920723379e-02	3.587344179233623720e+01	3.085992474298832278e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.284451811830691348e+00	2.894890481505478874e+01	6.673336653532456353e+01	2.485889612776373825e-01	8.602443256387245496e-01	0.000000000000000000e+00	1.162460443150854728e+00	1.795135802392832380e-01	7.604747660212287883e+02	3.041375902179840196e+01	2.616326361984564031e+01	5.657702264164404937e+01	2.454308733705468271e+01
6.498786451706117795e-01	7.555684825738411270e-01	8.788932524397498582e+02	3.058870115499487952e-01	-4.055613775860288372e-01	-7.000568368276621767e-01	9.707777623152393787e-01	-9.255350244310722729e-01	3.783056025536460965e+01	3.142914484933885788e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.346273413988153145e+00	2.999225189627231103e+01	6.925970510470347108e+01	2.478643466860006306e-01	8.307871899645474789e-01	0.000000000000000000e+00	1.203677683141302968e+00	1.762345975667908016e-01	7.472052935445801722e+02	3.216242774496051027e+01	2.672013296867353915e+01	5.888256071363404942e+01	2.549852891448318815e+01
2.916613489875156673e-01	3.792329500165921852e-01	1.134499445086446485e+03	2.643264410814056831e-01	-4.499065493074006494e-01	-9.349055683394938976e-01	-1.731343309733232583e-01	-1.680540286707291331e-01	4.194010394478595316e+01	2.563681124785122378e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.778789215781186428e+00	2.837503673537104731e+01	6.757691519263717339e+01	2.354489633632453061e-01	6.112720006989497135e-01	0.000000000000000000e+00	1.635932937966347422e+00	2.215962734957142299e-01	9.286972486809909242e+02	3.433221339548650519e+01	2.098632077068231894e+01	5.531853416616881702e+01	2.322783504747699723e+01
4.185123729014609273e-01	1.209147101913871786e-01	1.167111600531634849e+03	2.795779768788797526e-01	-5.854412569656126664e-01	-8.670913324187586868e-01	4.486467967001858126e-01	-2.301736560869122039e-01	3.504098248186793541e+01	3.438383507189001875e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.620129687414849418e+00	3.021728246104858329e+01	6.942481755375794705e+01	2.499776006139126372e-01	9.812463189261899643e-01	0.000000000000000000e+00	1.019112103364966382e+00	2.272474203925878844e-01	9.509933838231971777e+02	2.855250041646742432e+01	2.801703592979716362e+01	5.656953634626458438e+01	2.462199712864931911e+01
4.096848950721216354e-01	1.110259720570697245e-01	9.814149256642208456e+02	2.868690085661700362e-01	-3.884437574759950773e-01	-9.701625951911617696e-01	-2.697454534212636590e-01	-7.417168859202680764e-01	3.583912381137642456e+01	2.880228241736723049e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.896696858193653856e+00	2.793626963129178264e+01	6.464140622874364794e+01	2.470373936987720342e-01	8.036547592222249570e-01	0.000000000000000000e+00	1.244315408481867946e+00	1.946661738403319408e-01	8.214906643063403635e+02	2.999927895854725435e+01	2.410906330827165434e+01	5.410834226681890158e+01	2.338416391374741110e+01
3.601138317113360965e-01	8.008828341727569633e-01	1.212057673048891047e+03	2.414132630947496416e-01	-3.898158093419165082e-01	-9.994184034862312327e-01	6.937946480579607611e-01	-1.399953958454725755e-01	3.755060230044652059e+01	3.232839396922796027e+01	0.000000000000000000e+00	0.000000000000000000e+00	3.107485384620710889e+00	3.031456151457833315e+01	6.987899626967447375e+01	2.486037760647097361e-01	8.609287731409713817e-01	0.000000000000000000e+00	1.161536274774099819e+00	2.349897559558242477e-01	9.814271556752960350e+02	3.040559819978758682e+01	2.617705435476045395e+01	5.658265255454803366e+01	2.454640726239569659e+01
5.032490387158182754e-01	9.612730426177762411e-02	1.022286965168136476e+03	2.592456358410458184e-01	-4.191002412249630882e-01	-8.040249471222052913e-01	2.539402371286541005e-01	9.387548186870803280e-01	4.231254635876977233e+01	2.848914896230781224e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.504830113085062315e+00	3.010789906156596629e+01	7.080169532107758812e+01	2.404702330157286461e-01	6.733026351273492249e-01	0.000000000000000000e+00	1.485216227931231536e+00	2.019231487148464843e-01	8.505356648447382213e+02	3.520403646773286965e+01	2.370297052084383793e+01	5.890700698857671114e+01	2.504977052298124462e+01
1.556867907604303491e-01	2.619568915568200040e-01	7.128383979962469539e+02	1.915470297882961859e-01	-6.313295796714974983e-01	-6.247521299414086071e-01	-4.014953032765638530e-01	9.008783991307182104e-01	4.370987517081316298e+01	2.605997694361898098e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.245610372279275069e+00	2.918761409093774262e+01	6.976985211443214041e+01	2.340011482251718178e-01	5.962034172319090608e-01	0.000000000000000000e+00	1.677279886524071451e+00	1.456291907949123499e-01	6.222234248265656333e+02	3.815359762305322988e+01	2.274730528255557616e+01	6.090090290560880248e+01	2.547736590989399375e+01
6.019972292155580940e-01	9.038301168278815856e-02	8.479077445754983273e+02	3.139694458525772447e-01	-4.366326800177463552e-01	-4.845121328084847634e-01	3.710087646163391373e-01	5.238751598263829967e-01	5.476176378527644317e+01	2.435562953711290035e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.076601708452666006e+00	3.128899963973542597e+01	7.911739332238934708e+01	2.130751716003474738e-01	4.447561191164791095e-01	0.000000000000000000e+00	2.248423252695272545e+00	1.705970666824024318e-01	7.243365041485593565e+02	4.678105331365399167e+01	2.080615971996185465e+01	6.758721303361585342e+01	2.672909451961280425e+01
4.959271762590397037e-01	4.169739675693897030e-01	6.204170957427572830e+02	2.845393159044075637e-01	-6.502897636960486283e-01	-1.697039273277727578e-01	7.305609311123950622e-01	-6.344085063480741082e-01	3.454307994423063377e+01	3.391451483532351574e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.741325557760503795e+00	2.979639154243074373e+01	6.845759477955414241e+01	2.499789235590520742e-01	9.818034434126334808e-01	0.000000000000000000e+00	1.018533808074778557e+00	1.281512894421488469e-01	5.499384862092977073e+02	3.061919112046717117e+01	3.006202727658419960e+01	6.068121839705136722e+01	2.641169834337071975e+01
4.420795387542209576e-01	6.402987665901715975e-01	6.993756338187093888e+02	2.723265502620098033e-01	-5.439585437893030839e-01	-5.962291244064269469e-01	-7.031984237045874053e-01	6.936497744397372989e-01	4.311571794538959779e+01	2.440986388437437427e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.209592126194557693e+00	2.801734132072402872e+01	6.752558182976397916e+01	2.308151493664396814e-01	5.661476845936307400e-01	0.000000000000000000e+00	1.766323571062168307e+00	1.431040124806762515e-01	6.118206857447313496e+02	3.771810567948509885e+01	2.135401819769836251e+01	5.907212387718346491e+01	2.450987925405226875e+01
7.136808234683922336e-01	3.546067982327092416e-01	1.053429706960638669e+03	6.664218570557602916e-01	-9.109841960770205249e-01	-8.571949998248389324e-01	2.444632035214389099e-01	3.848432538673621228e-01	3.591394021422453875e+01	3.555632582496331651e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.600594368606859774e+00	3.110877285145509674e+01	7.147026603918786236e+01	2.499937407949170964e-01	9.900424629787744069e-01	0.000000000000000000e+00	1.010057686809983979e+00	2.074205350419746907e-01	8.724617722549897962e+02	2.974435101269503434e+01	2.944817053631379622e+01	5.919252154900883767e+01	2.576465444193694765e+01
6.853198758074675601e-01	1.491832008553856670e-01	1.035013447260425437e+03	2.454714055510809345e-01	-4.947777569768975758e-01	-8.248830441040431172e-01	1.850155047358920946e-01	7.154831819087112965e-01	4.784357177250378612e+01	2.617322191789748231e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.540791605005713549e+00	3.053109746151798021e+01	7.401679369040127199e+01	2.285705355273265349e-01	5.470582765507384648e-01	0.000000000000000000e+00	1.827958816938312303e+00	2.041733329083297022e-01	8.595183968954379452e+02	3.973146594847070645e+01	2.173542728660473955e+01	6.146689323507545311e+01	2.535440424326538889e+01
3.209936145902893556e-01	6.804857991297267317e-01	9.540142180819862006e+02	2.393223692861662366e-01	-4.885604723268863747e-01	-8.729531709671404238e-01	-8.424229963867928550e-01	6.463931691691734427e-01	3.546219744020780240e+01	3.489265142469088943e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.632020250564096386e+00	3.062252249399752557e+01	7.035484886489868472e+01	2.499836163909691100e-01	9.839393479076637972e-01	0.000000000000000000e+00	1.016322807017006724e+00	1.897737681603648419e-01	8.018447655137377978e+02	2.980583232645955860e+01	2.932713122314178378e+01	5.913296354960133527e+01	2.573810527134603987e+01
1.944989715109139705e-03	3.516844532295410053e-01	1.066293816948278163e+03	4.098232637929902222e-01	-1.375348519769038491e-01	-8.490375589107403975e-01	-8.510313145831142068e-01	9.991711027268747047e-01	3.819437157483961442e+01	3.229397654809042706e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.584957287419109573e+00	3.055266301740484991e+01	7.048834812293003438e+01	2.482482685830022795e-01	8.455166354763106185e-01	0.000000000000000000e+00	1.182708841011345990e+00	2.096813814667536358e-01	8.814599558745719605e+02	3.157391041972429946e+01	2.669626650691571612e+01	5.827017692664001203e+01	2.525678536968087329e+01
3.810518666633390672e-01	4.210347474845816396e-01	9.875907219725858113e+02	2.043350695105496939e-01	-4.800248296657046998e-01	-8.005726418724263826e-01	-1.700191123657720793e-01	-4.854507450808041857e-02	3.691789835395140784e+01	3.008276014732181736e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.499046556093393878e+00	2.898124085832317576e+01	6.700065850127322165e+01	2.473981846752556779e-01	8.148557065438148950e-01	0.000000000000000000e+00	1.227211139308907573e+00	1.957663113828474744e-01	8.259011857459164503e+02	3.087384048414743987e+01	2.515772510143100149e+01	5.603156558557843425e+01	2.423654235985937433e+01
2.967226419919526959e-01	2.000309877376767187e-03	6.856572719332112911e+02	2.859997003982110986e-01	-5.471416059504131679e-01	-6.953531564784564134e-01	-9.493283027414485264e-01	2.706845771532897515e-01	4.193741441745979870e+01	2.282507530300572540e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.339707514915680076e+00	2.668969524682530903e+01	6.476248972046552410e+01	2.282268822563677801e-01	5.442652013735725935e-01	0.000000000000000000e+00	1.837339586430072558e+00	1.405236504650367313e-01	6.011763411467269407e+02	3.677031546023640374e+01	2.001280314853535813e+01	5.678311860877175832e+01	2.340126417890840216e+01
3.064561367184894802e-01	1.344231105533194026e-01	8.431399377501627441e+02	2.867991899432630332e-01	-4.635113993663685927e-01	-6.955647947313032819e-01	1.627667301670183142e-01	8.768302513439948376e-01	4.085100461042768671e+01	2.901613722017307850e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.340002043621159711e+00	2.988483119884516981e+01	6.986714183060075811e+01	2.428266694086557431e-01	7.102918887034268547e-01	0.000000000000000000e+00	1.407871912806732073e+00	1.697258959395614719e-01	7.207964112094043685e+02	3.492357034432826879e+01	2.480592874013991178e+01	5.972949908446817346e+01	2.554857621138729229e+01
4.514853282018053693e-01	5.156859654855311392e-01	1.042857118433890491e+03	2.768418562320719145e-01	-4.499087024440840410e-01	-9.988913939563882627e-01	-7.860341898220375434e-01	8.486361485864353238e-01	4.076859014242055679e+01	2.653443218466924591e+01	0.000000000000000000e+00	0.000000000000000000e+00	3.094501020813933856e+00	2.850193737093842472e+01	6.730302232708980625e+01	2.388176151147762549e-01	6.508547902189931733e-01	0.000000000000000000e+00	1.536441023447841392e+00	2.055565743849191995e-01	8.650348186384645714e+02	3.381723513325858477e+01	2.201010947844338261e+01	5.582734461170196738e+01	2.364214005093892013e+01
2.945705420747020686e-01	2.591434395014876046e-01	1.090220039016609689e+03	2.536596291025876582e-01	-5.517330851993443863e-01	-8.918514134888588796e-01	-3.155179523160409061e-01	-2.898740692106281935e-01	3.515730531124317082e+01	2.991241942574128387e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.672218196376506150e+00	2.821268886713578894e+01	6.506972473698445469e+01	2.483757452081312156e-01	8.508166129608177863e-01	0.000000000000000000e+00	1.175341412904513216e+00	2.138762234945028873e-01	8.981259446802592947e+02	2.896284203510670707e+01	2.464206716202868819e+01	5.360490919713539171e+01	2.324181685173566692e+01
6.473403928770166127e-01	7.686082671506465624e-01	9.570386543368413186e+02	3.044025086240308986e-01	-4.157976172852058117e-01	-9.336128742843828876e-01	2.401425658534681318e-01	-9.945909303434388171e-01	3.711920936197809340e+01	2.699459309273080976e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.775164064569429545e+00	2.748748432028465061e+01	6.411380245470890316e+01	2.437656083236083293e-01	7.272405193086327602e-01	0.000000000000000000e+00	1.375060895878948086e+00	1.903144358938641256e-01	8.040184283178509759e+02	3.118437300485522456e+01	2.267853961836502208e+01	5.386291262322024664e+01	2.309262451281873396e+01
2.560196616395149505e-01	3.198278927742995159e-01	9.674869481638777415e+02	2.883444982860350336e-01	-4.071926062848635897e-01	-8.625417911726419584e-01	9.928841302902527421e-02	3.103656856642402206e-01	3.949752141844570019e+01	2.962315681708784965e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.611068136914233673e+00	2.971659944259872432e+01	6.912067823553354629e+01	2.448979777885069709e-01	7.500003988415731015e-01	0.000000000000000000e+00	1.333332624282024925e+00	1.921817997267392109e-01	8.115209503808248428e+02	3.313045160352133678e+01	2.484785191644243696e+01	5.797830351996376663e+01	2.492623142662477065e+01
2.458857690587595013e-01	8.694066891477891801e-01	1.106984758865165304e+03	2.278821947194754893e-01	-4.906422225255425706e-01	-9.814846292828061092e-01	2.050578146084954811e-01	1.890864675901414993e-01	5.499867059036004946e+01	2.120002765230984210e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.948860762056819240e+00	2.908195922757870022e+01	7.619869824266989156e+01	2.008137819427161241e-01	3.854643653155082061e-01	0.000000000000000000e+00	2.594273530787950754e+00	2.168050266260901082e-01	9.097392609416456253e+02	4.519924670500272157e+01	1.742269894388294560e+01	6.262194564888566362e+01	2.390026223693045537e+01
2.750885592430274973e-01	9.147813587377433275e-02	1.006683190070661681e+03	3.714419791483317690e-01	-3.768005267161156358e-01	-7.835438602262460028e-01	-7.349683328170520946e-01	9.577311577902983819e-01	3.728912161907547329e+01	2.848508055771901226e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.471145417614024176e+00	2.832100400227366421e+01	6.577420217679448911e+01	2.455208774023269758e-01	7.638978694297614558e-01	0.000000000000000000e+00	1.309075519148240829e+00	1.991588985636086051e-01	8.394856799374249476e+02	3.109606380250490076e+01	2.375421688638542150e+01	5.485028068889032227e+01	2.361739051946950596e+01
7.571825871859932944e-01	3.955768511397371179e-01	1.157803174163216909e+03	3.431423265460313843e-01	-3.083781217804470454e-01	-9.677539556100506202e-01	2.842061063877883154e-01	-5.261355480037454013e-01	4.123535717821668101e+01	2.856540260766437100e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.886952313295849670e+00	2.977789787521296461e+01	6.980075978588105556e+01	2.417629856215989526e-01	6.927405159656179201e-01	0.000000000000000000e+00	1.443541956840924900e+00	2.256375867670399327e-01	9.446490063727607094e+02	3.364400506595625018e+01	2.330656542854039515e+01	5.695057049449664532e+01	2.429584258570304911e+01
1.685933511133096696e-01	7.221422530786267835e-01	1.195757496355389321e+03	2.273148856427491538e-01	-6.335979190027828389e-01	-8.964353400977479458e-01	-8.465546798845923204e-01	5.966984603358619355e-01	4.526729818545123862e+01	2.617829166803736030e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.682455764335104575e+00	2.974681280636381331e+01	7.144558985348859892e+01	2.321533868866926531e-01	5.783047081977377157e-01	0.000000000000000000e+00	1.729192216187307007e+00	2.321872771481622855e-01	9.704261807503339696e+02	3.673735236921144320e+01	2.124538384183429329e+01	5.798273621104573294e+01	2.414147050374628733e+01
